1, none, minecraft:the_void, MONSTER, born_in_chaos_v1:door_knight, 13, 1, 1
1389, savanna, minecraft:windswept_savanna, AMBIENT, alexsmobs:fly, 10, 2, 3
1390, savanna, minecraft:windswept_savanna, AMBIENT, alexsmobs:cockroach, 10, 5, 5
1391, savanna, minecraft:windswept_savanna, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1392, savanna, minecraft:windswept_savanna, WATER_CREATURE, born_in_chaos_v1:corpse_fish, 10, 3, 5
1393, savanna, minecraft:windswept_savanna, WATER_CREATURE, born_in_chaos_v1:glutton_fish, 10, 1, 1
1394, savanna, minecraft:windswept_savanna, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
1395, jungle, minecraft:jungle, MONSTER, minecraft:spider, 80, 4, 4
1396, jungle, minecraft:jungle, MONSTER, minecraft:zombie, 80, 4, 4
1397, jungle, minecraft:jungle, MONSTER, minecraft:zombie_villager, 10, 1, 1
1398, jungle, minecraft:jungle, MONSTER, minecraft:skeleton, 80, 4, 4
1399, jungle, minecraft:jungle, MONSTER, minecraft:creeper, 80, 4, 4
1400, jungle, minecraft:jungle, MONSTER, minecraft:slime, 80, 4, 4
1401, jungle, minecraft:jungle, MONSTER, minecraft:enderman, 5, 1, 4
1402, jungle, minecraft:jungle, MONSTER, minecraft:witch, 5, 1, 1
1403, jungle, minecraft:jungle, MONSTER, minecraft:ocelot, 10, 1, 3
1404, jungle, minecraft:jungle, MONSTER, born_in_chaos_v1:door_knight, 13, 1, 1
1405, jungle, minecraft:jungle, MONSTER, born_in_chaos_v1:baby_skeleton_2, 15, 1, 2
1406, jungle, minecraft:jungle, MONSTER, born_in_chaos_v1:dread_hound, 15, 3, 5
1407, jungle, minecraft:jungle, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 10, 1, 1
1408, jungle, minecraft:jungle, MONSTER, born_in_chaos_v1:barrel_zombie, 20, 1, 1
1409, jungle, minecraft:jungle, MONSTER, born_in_chaos_v1:zombie_clown, 10, 1, 1
1410, jungle, minecraft:jungle, MONSTER, born_in_chaos_v1:shy_spirit, 11, 1, 1
1411, jungle, minecraft:jungle, MONSTER, born_in_chaos_v1:zombie_fisherman, 40, 1, 1
1412, jungle, minecraft:jungle, MONSTER, born_in_chaos_v1:wither_scuttler, 20, 1, 1
1413, jungle, minecraft:jungle, MONSTER, born_in_chaos_v1:decrepit_skeleton, 40, 1, 1
1414, jungle, minecraft:jungle, MONSTER, quark:stoneling, 80, 1, 1
1415, jungle, minecraft:jungle, MONSTER, quark:toretoise, 80, 2, 4
1416, jungle, minecraft:jungle, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 10, 2, 2
1417, jungle, minecraft:jungle, MONSTER, born_in_chaos_v1:sir_pumpkinhead, 10, 1, 1
1418, jungle, minecraft:jungle, MONSTER, born_in_chaos_v1:supreme_bonescaller, 10, 1, 1
1419, jungle, minecraft:jungle, MONSTER, born_in_chaos_v1:spirit_guide, 16, 1, 1
1420, jungle, minecraft:jungle, MONSTER, born_in_chaos_v1:phantom_creeper, 10, 1, 1
1421, jungle, minecraft:jungle, MONSTER, born_in_chaos_v1:dark_vortex, 10, 1, 1
1422, jungle, minecraft:jungle, MONSTER, born_in_chaos_v1:decaying_zombie, 30, 1, 1
1423, jungle, minecraft:jungle, MONSTER, born_in_chaos_v1:bloody_gadfly, 20, 1, 1
1424, jungle, minecraft:jungle, MONSTER, born_in_chaos_v1:dire_hound_leader, 10, 1, 1
1425, jungle, minecraft:jungle, MONSTER, born_in_chaos_v1:nightmare_stalker, 10, 1, 1
1426, jungle, minecraft:jungle, MONSTER, alexsmobs:centipede_head, 10, 1, 1
1427, jungle, minecraft:jungle, MONSTER, alexsmobs:farseer, 30, 1, 1
1428, jungle, minecraft:jungle, MONSTER, alexsmobs:murmur, 10, 1, 1
1429, jungle, minecraft:jungle, MONSTER, born_in_chaos_v1:zombie_bruiser, 12, 1, 1
1430, jungle, minecraft:jungle, MONSTER, born_in_chaos_v1:swarmer, 10, 1, 1
1431, jungle, minecraft:jungle, MONSTER, born_in_chaos_v1:skeleton_thrasher, 10, 1, 1
1432, jungle, minecraft:jungle, MONSTER, born_in_chaos_v1:seared_spirit, 10, 1, 1
1433, jungle, minecraft:jungle, MONSTER, born_in_chaos_v1:bonescaller, 10, 1, 1
1434, jungle, minecraft:jungle, MONSTER, born_in_chaos_v1:corpse_fly, 15, 1, 3
1435, jungle, minecraft:jungle, MONSTER, born_in_chaos_v1:skeleton_demoman, 10, 1, 1
1436, jungle, minecraft:jungle, MONSTER, born_in_chaos_v1:mr_pumpkin, 13, 1, 3
1437, jungle, minecraft:jungle, MONSTER, born_in_chaos_v1:restless_spirit, 17, 1, 1
1438, jungle, minecraft:jungle, MONSTER, born_in_chaos_v1:baby_skeleton, 20, 1, 2
1439, jungle, minecraft:jungle, CREATURE, minecraft:sheep, 12, 4, 4
1440, jungle, minecraft:jungle, CREATURE, minecraft:pig, 10, 4, 4
1441, jungle, minecraft:jungle, CREATURE, minecraft:chicken, 10, 4, 4
1442, jungle, minecraft:jungle, CREATURE, minecraft:cow, 10, 4, 4
1443, jungle, minecraft:jungle, CREATURE, minecraft:chicken, 10, 4, 4
1444, jungle, minecraft:jungle, CREATURE, minecraft:parrot, 40, 1, 2
1445, jungle, minecraft:jungle, CREATURE, minecraft:panda, 10, 1, 2
1446, jungle, minecraft:jungle, CREATURE, crittersandcompanions:leaf_insect, 12, 1, 1
1447, jungle, minecraft:jungle, CREATURE, crittersandcompanions:red_panda, 10, 1, 2
1448, jungle, minecraft:jungle, CREATURE, crittersandcompanions:jumping_spider, 10, 1, 1
1449, jungle, minecraft:jungle, CREATURE, alexsmobs:hummingbird, 19, 7, 7
1450, jungle, minecraft:jungle, CREATURE, alexsmobs:gorilla, 25, 7, 7
1451, jungle, minecraft:jungle, CREATURE, alexsmobs:capuchin_monkey, 28, 9, 16
1452, jungle, minecraft:jungle, CREATURE, alexsmobs:toucan, 23, 5, 5
1453, jungle, minecraft:jungle, CREATURE, alexsmobs:anteater, 10, 1, 3
1454, jungle, minecraft:jungle, CREATURE, born_in_chaos_v1:thornshell_crab, 10, 1, 1
1455, jungle, minecraft:jungle, AMBIENT, minecraft:bat, 10, 8, 8
1456, jungle, minecraft:jungle, AMBIENT, alexsmobs:fly, 10, 2, 3
1457, jungle, minecraft:jungle, AMBIENT, alexsmobs:cockroach, 10, 5, 5
1458, jungle, minecraft:jungle, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1459, jungle, minecraft:jungle, WATER_CREATURE, born_in_chaos_v1:corpse_fish, 10, 3, 5
1460, jungle, minecraft:jungle, WATER_CREATURE, born_in_chaos_v1:glutton_fish, 10, 1, 1
1461, jungle, minecraft:jungle, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
1462, jungle, minecraft:jungle, WATER_AMBIENT, minecraft:tropical_fish, 25, 5, 5
1463, jungle, minecraft:sparse_jungle, MONSTER, minecraft:spider, 80, 4, 4
1464, jungle, minecraft:sparse_jungle, MONSTER, minecraft:zombie, 80, 4, 4
1465, jungle, minecraft:sparse_jungle, MONSTER, minecraft:zombie_villager, 10, 1, 1
1466, jungle, minecraft:sparse_jungle, MONSTER, minecraft:skeleton, 80, 4, 4
1467, jungle, minecraft:sparse_jungle, MONSTER, minecraft:creeper, 80, 4, 4
1468, jungle, minecraft:sparse_jungle, MONSTER, minecraft:slime, 80, 4, 4
1469, jungle, minecraft:sparse_jungle, MONSTER, minecraft:enderman, 5, 1, 4
1470, jungle, minecraft:sparse_jungle, MONSTER, minecraft:witch, 5, 1, 1
1471, jungle, minecraft:sparse_jungle, MONSTER, born_in_chaos_v1:door_knight, 13, 1, 1
1472, jungle, minecraft:sparse_jungle, MONSTER, born_in_chaos_v1:baby_skeleton_2, 15, 1, 2
1473, jungle, minecraft:sparse_jungle, MONSTER, born_in_chaos_v1:dread_hound, 15, 3, 5
1474, jungle, minecraft:sparse_jungle, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 10, 1, 1
1475, jungle, minecraft:sparse_jungle, MONSTER, born_in_chaos_v1:barrel_zombie, 20, 1, 1
1476, jungle, minecraft:sparse_jungle, MONSTER, born_in_chaos_v1:zombie_clown, 10, 1, 1
1477, jungle, minecraft:sparse_jungle, MONSTER, born_in_chaos_v1:shy_spirit, 11, 1, 1
1478, jungle, minecraft:sparse_jungle, MONSTER, born_in_chaos_v1:zombie_fisherman, 40, 1, 1
1479, jungle, minecraft:sparse_jungle, MONSTER, born_in_chaos_v1:wither_scuttler, 20, 1, 1
1480, jungle, minecraft:sparse_jungle, MONSTER, born_in_chaos_v1:decrepit_skeleton, 40, 1, 1
1481, jungle, minecraft:sparse_jungle, MONSTER, quark:stoneling, 80, 1, 1
1482, jungle, minecraft:sparse_jungle, MONSTER, quark:toretoise, 80, 2, 4
1483, jungle, minecraft:sparse_jungle, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 10, 2, 2
1484, jungle, minecraft:sparse_jungle, MONSTER, born_in_chaos_v1:sir_pumpkinhead, 10, 1, 1
1485, jungle, minecraft:sparse_jungle, MONSTER, born_in_chaos_v1:supreme_bonescaller, 10, 1, 1
1486, jungle, minecraft:sparse_jungle, MONSTER, born_in_chaos_v1:spirit_guide, 16, 1, 1
1487, jungle, minecraft:sparse_jungle, MONSTER, born_in_chaos_v1:phantom_creeper, 10, 1, 1
1488, jungle, minecraft:sparse_jungle, MONSTER, born_in_chaos_v1:dark_vortex, 10, 1, 1
1489, jungle, minecraft:sparse_jungle, MONSTER, born_in_chaos_v1:decaying_zombie, 30, 1, 1
1490, jungle, minecraft:sparse_jungle, MONSTER, born_in_chaos_v1:bloody_gadfly, 20, 1, 1
1491, jungle, minecraft:sparse_jungle, MONSTER, born_in_chaos_v1:dire_hound_leader, 10, 1, 1
1492, jungle, minecraft:sparse_jungle, MONSTER, born_in_chaos_v1:nightmare_stalker, 10, 1, 1
1493, jungle, minecraft:sparse_jungle, MONSTER, alexsmobs:centipede_head, 10, 1, 1
1494, jungle, minecraft:sparse_jungle, MONSTER, alexsmobs:farseer, 30, 1, 1
1495, jungle, minecraft:sparse_jungle, MONSTER, alexsmobs:murmur, 10, 1, 1
1496, jungle, minecraft:sparse_jungle, MONSTER, born_in_chaos_v1:zombie_bruiser, 12, 1, 1
1497, jungle, minecraft:sparse_jungle, MONSTER, born_in_chaos_v1:swarmer, 10, 1, 1
1498, jungle, minecraft:sparse_jungle, MONSTER, born_in_chaos_v1:skeleton_thrasher, 10, 1, 1
1499, jungle, minecraft:sparse_jungle, MONSTER, born_in_chaos_v1:seared_spirit, 10, 1, 1
1500, jungle, minecraft:sparse_jungle, MONSTER, born_in_chaos_v1:bonescaller, 10, 1, 1
1501, jungle, minecraft:sparse_jungle, MONSTER, born_in_chaos_v1:corpse_fly, 15, 1, 3
1502, jungle, minecraft:sparse_jungle, MONSTER, born_in_chaos_v1:skeleton_demoman, 10, 1, 1
1503, jungle, minecraft:sparse_jungle, MONSTER, born_in_chaos_v1:mr_pumpkin, 13, 1, 3
1504, jungle, minecraft:sparse_jungle, MONSTER, born_in_chaos_v1:restless_spirit, 17, 1, 1
1505, jungle, minecraft:sparse_jungle, MONSTER, born_in_chaos_v1:baby_skeleton, 20, 1, 2
1506, jungle, minecraft:sparse_jungle, CREATURE, minecraft:sheep, 12, 4, 4
1507, jungle, minecraft:sparse_jungle, CREATURE, minecraft:pig, 10, 4, 4
1508, jungle, minecraft:sparse_jungle, CREATURE, minecraft:chicken, 10, 4, 4
1509, jungle, minecraft:sparse_jungle, CREATURE, minecraft:cow, 10, 4, 4
1510, jungle, minecraft:sparse_jungle, CREATURE, minecraft:chicken, 10, 4, 4
1511, jungle, minecraft:sparse_jungle, CREATURE, crittersandcompanions:leaf_insect, 12, 1, 1
1512, jungle, minecraft:sparse_jungle, CREATURE, crittersandcompanions:red_panda, 10, 1, 2
1513, jungle, minecraft:sparse_jungle, CREATURE, crittersandcompanions:jumping_spider, 10, 1, 1
1514, jungle, minecraft:sparse_jungle, CREATURE, alexsmobs:hummingbird, 19, 7, 7
1515, jungle, minecraft:sparse_jungle, CREATURE, alexsmobs:gorilla, 25, 7, 7
1516, jungle, minecraft:sparse_jungle, CREATURE, alexsmobs:komodo_dragon, 16, 1, 2
1517, jungle, minecraft:sparse_jungle, CREATURE, alexsmobs:capuchin_monkey, 28, 9, 16
1518, jungle, minecraft:sparse_jungle, CREATURE, alexsmobs:toucan, 23, 5, 5
1519, jungle, minecraft:sparse_jungle, CREATURE, alexsmobs:anteater, 10, 1, 3
1520, jungle, minecraft:sparse_jungle, CREATURE, born_in_chaos_v1:thornshell_crab, 10, 1, 1
1521, jungle, minecraft:sparse_jungle, AMBIENT, minecraft:bat, 10, 8, 8
1522, jungle, minecraft:sparse_jungle, AMBIENT, alexsmobs:fly, 10, 2, 3
1523, jungle, minecraft:sparse_jungle, AMBIENT, alexsmobs:cockroach, 10, 5, 5
1524, jungle, minecraft:sparse_jungle, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1525, jungle, minecraft:sparse_jungle, WATER_CREATURE, born_in_chaos_v1:corpse_fish, 10, 3, 5
1526, jungle, minecraft:sparse_jungle, WATER_CREATURE, born_in_chaos_v1:glutton_fish, 10, 1, 1
1527, jungle, minecraft:sparse_jungle, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
1528, jungle, minecraft:sparse_jungle, WATER_AMBIENT, minecraft:tropical_fish, 25, 5, 5
1529, jungle, minecraft:bamboo_jungle, MONSTER, minecraft:spider, 80, 4, 4
1530, jungle, minecraft:bamboo_jungle, MONSTER, minecraft:zombie, 80, 4, 4
1531, jungle, minecraft:bamboo_jungle, MONSTER, minecraft:zombie_villager, 10, 1, 1
1532, jungle, minecraft:bamboo_jungle, MONSTER, minecraft:skeleton, 80, 4, 4
1533, jungle, minecraft:bamboo_jungle, MONSTER, minecraft:creeper, 80, 4, 4
1534, jungle, minecraft:bamboo_jungle, MONSTER, minecraft:slime, 80, 4, 4
1535, jungle, minecraft:bamboo_jungle, MONSTER, minecraft:enderman, 5, 1, 4
1536, jungle, minecraft:bamboo_jungle, MONSTER, minecraft:witch, 5, 1, 1
1537, jungle, minecraft:bamboo_jungle, MONSTER, minecraft:ocelot, 10, 1, 1
1538, jungle, minecraft:bamboo_jungle, MONSTER, born_in_chaos_v1:door_knight, 13, 1, 1
1539, jungle, minecraft:bamboo_jungle, MONSTER, born_in_chaos_v1:baby_skeleton_2, 15, 1, 2
1540, jungle, minecraft:bamboo_jungle, MONSTER, born_in_chaos_v1:dread_hound, 15, 3, 5
1541, jungle, minecraft:bamboo_jungle, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 10, 1, 1
1542, jungle, minecraft:bamboo_jungle, MONSTER, born_in_chaos_v1:barrel_zombie, 20, 1, 1
1543, jungle, minecraft:bamboo_jungle, MONSTER, born_in_chaos_v1:zombie_clown, 10, 1, 1
1544, jungle, minecraft:bamboo_jungle, MONSTER, born_in_chaos_v1:shy_spirit, 11, 1, 1
1545, jungle, minecraft:bamboo_jungle, MONSTER, born_in_chaos_v1:zombie_fisherman, 40, 1, 1
1546, jungle, minecraft:bamboo_jungle, MONSTER, born_in_chaos_v1:wither_scuttler, 20, 1, 1
1547, jungle, minecraft:bamboo_jungle, MONSTER, born_in_chaos_v1:decrepit_skeleton, 40, 1, 1
1548, jungle, minecraft:bamboo_jungle, MONSTER, quark:stoneling, 80, 1, 1
1549, jungle, minecraft:bamboo_jungle, MONSTER, quark:toretoise, 80, 2, 4
1550, jungle, minecraft:bamboo_jungle, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 10, 2, 2
1551, jungle, minecraft:bamboo_jungle, MONSTER, born_in_chaos_v1:sir_pumpkinhead, 10, 1, 1
1552, jungle, minecraft:bamboo_jungle, MONSTER, born_in_chaos_v1:supreme_bonescaller, 10, 1, 1
1553, jungle, minecraft:bamboo_jungle, MONSTER, born_in_chaos_v1:spirit_guide, 16, 1, 1
1554, jungle, minecraft:bamboo_jungle, MONSTER, born_in_chaos_v1:phantom_creeper, 10, 1, 1
1555, jungle, minecraft:bamboo_jungle, MONSTER, born_in_chaos_v1:dark_vortex, 10, 1, 1
1556, jungle, minecraft:bamboo_jungle, MONSTER, born_in_chaos_v1:decaying_zombie, 30, 1, 1
1557, jungle, minecraft:bamboo_jungle, MONSTER, born_in_chaos_v1:bloody_gadfly, 20, 1, 1
1558, jungle, minecraft:bamboo_jungle, MONSTER, born_in_chaos_v1:dire_hound_leader, 10, 1, 1
1559, jungle, minecraft:bamboo_jungle, MONSTER, born_in_chaos_v1:nightmare_stalker, 10, 1, 1
1560, jungle, minecraft:bamboo_jungle, MONSTER, alexsmobs:centipede_head, 10, 1, 1
1561, jungle, minecraft:bamboo_jungle, MONSTER, alexsmobs:farseer, 30, 1, 1
1562, jungle, minecraft:bamboo_jungle, MONSTER, alexsmobs:murmur, 10, 1, 1
1563, jungle, minecraft:bamboo_jungle, MONSTER, born_in_chaos_v1:zombie_bruiser, 12, 1, 1
1564, jungle, minecraft:bamboo_jungle, MONSTER, born_in_chaos_v1:swarmer, 10, 1, 1
1565, jungle, minecraft:bamboo_jungle, MONSTER, born_in_chaos_v1:skeleton_thrasher, 10, 1, 1
1566, jungle, minecraft:bamboo_jungle, MONSTER, born_in_chaos_v1:seared_spirit, 10, 1, 1
1567, jungle, minecraft:bamboo_jungle, MONSTER, born_in_chaos_v1:bonescaller, 10, 1, 1
1568, jungle, minecraft:bamboo_jungle, MONSTER, born_in_chaos_v1:corpse_fly, 15, 1, 3
1569, jungle, minecraft:bamboo_jungle, MONSTER, born_in_chaos_v1:skeleton_demoman, 10, 1, 1
1570, jungle, minecraft:bamboo_jungle, MONSTER, born_in_chaos_v1:mr_pumpkin, 13, 1, 3
1571, jungle, minecraft:bamboo_jungle, MONSTER, born_in_chaos_v1:restless_spirit, 17, 1, 1
1572, jungle, minecraft:bamboo_jungle, MONSTER, born_in_chaos_v1:baby_skeleton, 20, 1, 2
1573, jungle, minecraft:bamboo_jungle, CREATURE, minecraft:sheep, 12, 4, 4
1574, jungle, minecraft:bamboo_jungle, CREATURE, minecraft:pig, 10, 4, 4
1575, jungle, minecraft:bamboo_jungle, CREATURE, minecraft:chicken, 10, 4, 4
1576, jungle, minecraft:bamboo_jungle, CREATURE, minecraft:cow, 10, 4, 4
1577, jungle, minecraft:bamboo_jungle, CREATURE, minecraft:chicken, 10, 4, 4
1578, jungle, minecraft:bamboo_jungle, CREATURE, minecraft:parrot, 40, 1, 2
1579, jungle, minecraft:bamboo_jungle, CREATURE, minecraft:panda, 80, 1, 2
1580, jungle, minecraft:bamboo_jungle, CREATURE, crittersandcompanions:leaf_insect, 12, 1, 1
1581, jungle, minecraft:bamboo_jungle, CREATURE, crittersandcompanions:red_panda, 10, 1, 2
1582, jungle, minecraft:bamboo_jungle, CREATURE, crittersandcompanions:jumping_spider, 10, 1, 1
1583, jungle, minecraft:bamboo_jungle, CREATURE, alexsmobs:hummingbird, 19, 7, 7
1584, jungle, minecraft:bamboo_jungle, CREATURE, alexsmobs:komodo_dragon, 16, 1, 2
1585, jungle, minecraft:bamboo_jungle, CREATURE, alexsmobs:tiger, 30, 1, 3
1586, jungle, minecraft:bamboo_jungle, CREATURE, born_in_chaos_v1:thornshell_crab, 10, 1, 1
1587, jungle, minecraft:bamboo_jungle, AMBIENT, minecraft:bat, 10, 8, 8
1588, jungle, minecraft:bamboo_jungle, AMBIENT, alexsmobs:fly, 10, 2, 3
1589, jungle, minecraft:bamboo_jungle, AMBIENT, alexsmobs:cockroach, 10, 5, 5
1590, jungle, minecraft:bamboo_jungle, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1591, jungle, minecraft:bamboo_jungle, WATER_CREATURE, born_in_chaos_v1:corpse_fish, 10, 3, 5
1592, jungle, minecraft:bamboo_jungle, WATER_CREATURE, born_in_chaos_v1:glutton_fish, 10, 1, 1
1593, jungle, minecraft:bamboo_jungle, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
1594, jungle, minecraft:bamboo_jungle, WATER_AMBIENT, minecraft:tropical_fish, 25, 5, 5
1595, badlands, minecraft:badlands, MONSTER, minecraft:spider, 80, 4, 4
1596, badlands, minecraft:badlands, MONSTER, minecraft:zombie, 80, 4, 4
1597, badlands, minecraft:badlands, MONSTER, minecraft:zombie_villager, 10, 1, 1
1598, badlands, minecraft:badlands, MONSTER, minecraft:skeleton, 80, 4, 4
1599, badlands, minecraft:badlands, MONSTER, minecraft:creeper, 80, 4, 4
1600, badlands, minecraft:badlands, MONSTER, minecraft:slime, 80, 4, 4
1601, badlands, minecraft:badlands, MONSTER, minecraft:enderman, 5, 1, 4
1602, badlands, minecraft:badlands, MONSTER, minecraft:witch, 5, 1, 1
1603, badlands, minecraft:badlands, MONSTER, born_in_chaos_v1:door_knight, 13, 1, 1
1604, badlands, minecraft:badlands, MONSTER, born_in_chaos_v1:baby_skeleton_2, 15, 1, 2
1605, badlands, minecraft:badlands, MONSTER, born_in_chaos_v1:dread_hound, 15, 3, 5
1606, badlands, minecraft:badlands, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 10, 1, 1
1607, badlands, minecraft:badlands, MONSTER, born_in_chaos_v1:barrel_zombie, 20, 1, 1
1608, badlands, minecraft:badlands, MONSTER, born_in_chaos_v1:zombie_clown, 10, 1, 1
1609, badlands, minecraft:badlands, MONSTER, born_in_chaos_v1:shy_spirit, 11, 1, 1
1610, badlands, minecraft:badlands, MONSTER, born_in_chaos_v1:zombie_fisherman, 40, 1, 1
1611, badlands, minecraft:badlands, MONSTER, born_in_chaos_v1:wither_scuttler, 20, 1, 1
1612, badlands, minecraft:badlands, MONSTER, born_in_chaos_v1:decrepit_skeleton, 40, 1, 1
1613, badlands, minecraft:badlands, MONSTER, quark:stoneling, 80, 1, 1
1614, badlands, minecraft:badlands, MONSTER, quark:toretoise, 80, 2, 4
1615, badlands, minecraft:badlands, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 10, 2, 2
1616, badlands, minecraft:badlands, MONSTER, born_in_chaos_v1:sir_pumpkinhead, 10, 1, 1
1617, badlands, minecraft:badlands, MONSTER, born_in_chaos_v1:supreme_bonescaller, 10, 1, 1
1618, badlands, minecraft:badlands, MONSTER, born_in_chaos_v1:spirit_guide, 16, 1, 1
1619, badlands, minecraft:badlands, MONSTER, born_in_chaos_v1:phantom_creeper, 10, 1, 1
1620, badlands, minecraft:badlands, MONSTER, born_in_chaos_v1:dark_vortex, 10, 1, 1
1621, badlands, minecraft:badlands, MONSTER, born_in_chaos_v1:decaying_zombie, 30, 1, 1
1622, badlands, minecraft:badlands, MONSTER, born_in_chaos_v1:bloody_gadfly, 20, 1, 1
1623, badlands, minecraft:badlands, MONSTER, born_in_chaos_v1:dire_hound_leader, 10, 1, 1
1624, badlands, minecraft:badlands, MONSTER, born_in_chaos_v1:nightmare_stalker, 10, 1, 1
1625, badlands, minecraft:badlands, MONSTER, alexsmobs:centipede_head, 10, 1, 1
1626, badlands, minecraft:badlands, MONSTER, alexsmobs:farseer, 30, 1, 1
1627, badlands, minecraft:badlands, MONSTER, alexsmobs:murmur, 10, 1, 1
1628, badlands, minecraft:badlands, MONSTER, born_in_chaos_v1:zombie_bruiser, 12, 1, 1
1629, badlands, minecraft:badlands, MONSTER, born_in_chaos_v1:swarmer, 10, 1, 1
1630, badlands, minecraft:badlands, MONSTER, born_in_chaos_v1:skeleton_thrasher, 10, 1, 1
1631, badlands, minecraft:badlands, MONSTER, born_in_chaos_v1:seared_spirit, 10, 1, 1
1632, badlands, minecraft:badlands, MONSTER, born_in_chaos_v1:bonescaller, 10, 1, 1
1633, badlands, minecraft:badlands, MONSTER, born_in_chaos_v1:corpse_fly, 15, 1, 3
1634, badlands, minecraft:badlands, MONSTER, born_in_chaos_v1:skeleton_demoman, 10, 1, 1
1635, badlands, minecraft:badlands, MONSTER, born_in_chaos_v1:mr_pumpkin, 13, 1, 3
1636, badlands, minecraft:badlands, MONSTER, born_in_chaos_v1:restless_spirit, 17, 1, 1
1637, badlands, minecraft:badlands, MONSTER, born_in_chaos_v1:baby_skeleton, 20, 1, 2
1638, badlands, minecraft:badlands, CREATURE, alexsmobs:roadrunner, 10, 2, 2
1639, badlands, minecraft:badlands, CREATURE, alexsmobs:rattlesnake, 12, 1, 2
1640, badlands, minecraft:badlands, CREATURE, alexsmobs:emu, 20, 2, 5
1641, badlands, minecraft:badlands, CREATURE, alexsmobs:kangaroo, 25, 3, 5
1642, badlands, minecraft:badlands, CREATURE, born_in_chaos_v1:thornshell_crab, 10, 1, 1
1643, badlands, minecraft:badlands, AMBIENT, minecraft:bat, 10, 8, 8
1644, badlands, minecraft:badlands, AMBIENT, alexsmobs:fly, 10, 2, 3
1645, badlands, minecraft:badlands, AMBIENT, alexsmobs:cockroach, 10, 5, 5
1646, badlands, minecraft:badlands, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1647, badlands, minecraft:badlands, WATER_CREATURE, born_in_chaos_v1:corpse_fish, 10, 3, 5
1648, badlands, minecraft:badlands, WATER_CREATURE, born_in_chaos_v1:glutton_fish, 10, 1, 1
1649, badlands, minecraft:badlands, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
1650, badlands, minecraft:eroded_badlands, MONSTER, minecraft:spider, 80, 4, 4
1651, badlands, minecraft:eroded_badlands, MONSTER, minecraft:zombie, 80, 4, 4
1652, badlands, minecraft:eroded_badlands, MONSTER, minecraft:zombie_villager, 10, 1, 1
1653, badlands, minecraft:eroded_badlands, MONSTER, minecraft:skeleton, 80, 4, 4
1654, badlands, minecraft:eroded_badlands, MONSTER, minecraft:creeper, 80, 4, 4
1655, badlands, minecraft:eroded_badlands, MONSTER, minecraft:slime, 80, 4, 4
1656, badlands, minecraft:eroded_badlands, MONSTER, minecraft:enderman, 5, 1, 4
1657, badlands, minecraft:eroded_badlands, MONSTER, minecraft:witch, 5, 1, 1
1658, badlands, minecraft:eroded_badlands, MONSTER, born_in_chaos_v1:door_knight, 13, 1, 1
1659, badlands, minecraft:eroded_badlands, MONSTER, born_in_chaos_v1:baby_skeleton_2, 15, 1, 2
1660, badlands, minecraft:eroded_badlands, MONSTER, born_in_chaos_v1:dread_hound, 15, 3, 5
1661, badlands, minecraft:eroded_badlands, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 10, 1, 1
1662, badlands, minecraft:eroded_badlands, MONSTER, born_in_chaos_v1:barrel_zombie, 20, 1, 1
1663, badlands, minecraft:eroded_badlands, MONSTER, born_in_chaos_v1:zombie_clown, 10, 1, 1
1664, badlands, minecraft:eroded_badlands, MONSTER, born_in_chaos_v1:shy_spirit, 11, 1, 1
1665, badlands, minecraft:eroded_badlands, MONSTER, born_in_chaos_v1:zombie_fisherman, 40, 1, 1
1666, badlands, minecraft:eroded_badlands, MONSTER, born_in_chaos_v1:wither_scuttler, 20, 1, 1
1667, badlands, minecraft:eroded_badlands, MONSTER, born_in_chaos_v1:decrepit_skeleton, 40, 1, 1
1668, badlands, minecraft:eroded_badlands, MONSTER, quark:stoneling, 80, 1, 1
1669, badlands, minecraft:eroded_badlands, MONSTER, quark:toretoise, 80, 2, 4
1670, badlands, minecraft:eroded_badlands, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 10, 2, 2
1671, badlands, minecraft:eroded_badlands, MONSTER, born_in_chaos_v1:sir_pumpkinhead, 10, 1, 1
1672, badlands, minecraft:eroded_badlands, MONSTER, born_in_chaos_v1:supreme_bonescaller, 10, 1, 1
